"Date","Persian_Date","Open","Low","High","Close"
"24/04/2012","1391/02/05","17,580","17,580","17,580","17,580"
"26/04/2012","1391/02/07","17,480","17,480","17,480","17,480"
"28/04/2012","1391/02/09","16,650","16,650","16,650","16,650"
"29/04/2012","1391/02/10","17,340","17,340","17,340","17,340"
"30/04/2012","1391/02/11","17,250","17,250","17,250","17,250"
"01/05/2012","1390/10/15","15,980","15,980","15,980","15,980"
"02/05/2012","1390/11/16","18,500","18,500","18,500","18,500"
"03/05/2012","1390/12/15","19,100","19,100","19,100","19,100"
"04/05/2012","1391/01/17","19,000","19,000","19,000","19,000"
"05/05/2012","1391/02/16","16,780","16,780","16,780","16,780"
"06/05/2012","1391/03/16","17,680","17,680","17,680","17,680"
"08/05/2012","1391/05/15","20,040","20,040","20,480","20,440"
"09/05/2012","1391/06/15","21,820","21,810","22,190","22,180"
"11/05/2012","1391/08/15","29,500","29,500","29,500","29,500"
"12/05/2012","1391/09/15","29,300","29,300","29,300","29,300"
"13/05/2012","1391/02/24","15,750","15,750","15,750","15,750"
"14/05/2012","1391/02/25","16,250","16,250","16,250","16,250"
"15/05/2012","1391/02/26","16,690","16,690","16,690","16,690"
"16/05/2012","1391/02/27","16,380","16,380","16,380","16,380"
"17/05/2012","1391/02/28","16,650","16,650","16,650","16,650"
"19/05/2012","1391/02/30","16,850","16,850","16,850","16,850"
"20/05/2012","1391/02/31","16,760","16,760","16,760","16,760"
"21/05/2012","1391/03/01","16,850","16,850","16,850","16,850"
"22/05/2012","1391/03/02","16,690","16,690","16,690","16,690"
"23/05/2012","1391/03/03","16,710","16,710","16,710","16,710"
"24/05/2012","1391/03/04","17,600","17,600","17,600","17,600"
"26/05/2012","1391/03/06","17,670","17,670","17,670","17,670"
"27/05/2012","1391/03/07","17,200","17,200","17,200","17,200"
"28/05/2012","1391/03/08","17,300","17,300","17,300","17,300"
"29/05/2012","1391/03/09","17,600","17,600","17,600","17,600"
"30/05/2012","1391/03/10","17,680","17,680","17,680","17,680"
"31/05/2012","1391/03/11","17,700","17,700","17,700","17,700"
"02/06/2012","1390/11/17","18,800","18,800","18,800","18,800"
"03/06/2012","1390/12/16","18,950","18,950","18,950","18,950"
"05/06/2012","1391/02/17","16,720","16,720","16,720","16,720"
"06/06/2012","1391/03/17","17,700","17,700","17,700","17,700"
"08/06/2012","1391/05/16","20,700","20,700","21,550","21,460"
"09/06/2012","1391/06/16","22,370","22,210","22,500","22,210"
"10/06/2012","1391/07/15","29,000","28,500","31,500","30,300"
"11/06/2012","1391/08/16","32,000","32,000","32,000","32,000"
"12/06/2012","1391/09/16","29,300","29,300","29,300","29,300"
"13/06/2012","1391/03/24","17,600","17,600","17,600","17,600"
"14/06/2012","1391/03/25","17,800","17,800","17,800","17,800"
"16/06/2012","1391/03/27","17,850","17,850","17,850","17,850"
"17/06/2012","1391/03/28","18,000","18,000","18,000","18,000"
"19/06/2012","1391/03/30","18,100","18,100","18,100","18,100"
"20/06/2012","1391/03/31","18,280","18,280","18,280","18,280"
"21/06/2012","1391/04/01","18,300","18,300","18,300","18,300"
"23/06/2012","1391/04/03","18,800","18,800","18,800","18,800"
"24/06/2012","1391/04/04","19,050","19,050","19,050","19,050"
"25/06/2012","1391/04/05","18,950","18,950","18,950","18,950"
"26/06/2012","1391/04/06","19,200","19,200","19,200","19,200"
"27/06/2012","1391/04/07","19,400","19,400","19,400","19,400"
"28/06/2012","1391/04/08","20,150","20,150","20,150","20,150"
"29/06/2012","1391/04/09","20,150","20,150","20,150","20,150"
"30/06/2012","1391/04/10","19,800","19,520","20,000","19,940"
"01/07/2012","1390/10/17","15,970","15,970","15,970","15,970"
"02/07/2012","1390/11/18","18,900","18,900","18,900","18,900"
"03/07/2012","1390/12/17","18,850","18,850","18,850","18,850"
"04/07/2012","1391/01/19","19,100","19,100","19,100","19,100"
"05/07/2012","1391/02/18","16,640","16,640","16,640","16,640"
"06/07/2012","1391/03/18","17,850","17,850","17,850","17,850"
"07/07/2012","1391/04/17","19,580","19,410","19,600","19,460"
"08/07/2012","1391/05/17","21,800","21,570","22,100","21,980"
"10/07/2012","1391/07/16","29,800","28,500","31,200","30,000"
"11/07/2012","1391/08/17","31,800","31,800","31,800","31,800"
"12/07/2012","1391/09/17","29,300","29,300","29,300","29,300"
"14/07/2012","1391/04/24","19,350","19,150","19,350","19,150"
"15/07/2012","1391/04/25","19,130","19,010","19,130","19,020"
"16/07/2012","1391/04/26","18,900","18,900","19,200","19,200"
"17/07/2012","1391/04/27","19,280","19,090","19,280","19,090"
"18/07/2012","1391/04/28","19,040","19,030","19,220","19,150"
"19/07/2012","1391/04/29","19,140","19,080","19,140","19,100"
"21/07/2012","1391/04/31","19,080","19,030","19,100","19,090"
"22/07/2012","1391/05/01","19,070","18,980","19,080","18,990"
"23/07/2012","1391/05/02","18,960","18,960","19,090","19,080"
"24/07/2012","1391/05/03","19,100","19,100","19,230","19,210"
"25/07/2012","1391/05/04","19,200","19,200","19,340","19,290"
"26/07/2012","1391/05/05","19,350","19,350","19,600","19,570"
"28/07/2012","1391/05/07","19,600","19,600","19,740","19,700"
"29/07/2012","1391/05/08","19,650","19,420","19,650","19,470"
"30/07/2012","1391/05/09","19,500","19,500","19,680","19,680"
"31/07/2012","1391/05/10","19,710","19,630","19,710","19,710"
"01/08/2012","1390/10/18","16,550","16,550","16,550","16,550"
"02/08/2012","1390/11/19","19,200","19,200","19,200","19,200"
"03/08/2012","1390/12/18","19,000","19,000","19,000","19,000"
"04/08/2012","1391/01/20","19,010","19,010","19,010","19,010"
"05/08/2012","1391/02/19","16,550","16,550","16,550","16,550"
"07/08/2012","1391/04/18","19,390","19,040","19,390","19,100"
"08/08/2012","1391/05/18","21,970","20,850","21,970","20,850"
"09/08/2012","1391/06/18","22,500","22,500","23,020","23,020"
"10/08/2012","1391/07/17","30,670","30,670","33,400","33,400"
"11/08/2012","1391/08/18","31,800","31,800","31,800","31,800"
"12/08/2012","1391/09/18","30,500","30,500","30,500","30,500"
"13/08/2012","1391/05/23","21,400","21,290","21,410","21,300"
"14/08/2012","1391/05/24","21,290","21,210","21,310","21,210"
"15/08/2012","1391/05/25","21,230","21,070","21,240","21,070"
"16/08/2012","1391/05/26","21,110","21,060","21,260","21,260"
"18/08/2012","1391/05/28","21,300","21,200","21,320","21,200"
"21/08/2012","1391/05/31","21,210","21,180","21,290","21,290"
"22/08/2012","1391/06/01","21,360","21,290","21,360","21,360"
"23/08/2012","1391/06/02","21,420","21,420","21,690","21,630"
"25/08/2012","1391/06/04","21,830","21,820","22,100","21,940"
"26/08/2012","1391/06/05","22,000","21,650","22,000","21,730"
"27/08/2012","1391/06/06","21,750","21,720","21,960","21,960"
"28/08/2012","1391/06/07","21,930","21,930","21,940","21,940"
"29/08/2012","1391/06/08","21,930","21,930","21,950","21,940"
"01/09/2012","1390/10/19","16,900","16,900","16,900","16,900"
"04/09/2012","1391/01/21","19,000","19,000","19,000","19,000"
"05/09/2012","1391/02/20","16,500","16,500","16,500","16,500"
"06/09/2012","1391/03/20","18,250","18,250","18,250","18,250"
"07/09/2012","1391/04/19","19,020","18,810","19,160","19,130"
"08/09/2012","1391/05/19","20,700","20,570","20,950","20,950"
"09/09/2012","1391/06/19","23,140","23,140","24,480","24,480"
"10/09/2012","1391/07/18","34,000","33,000","34,500","33,000"
"11/09/2012","1391/08/19","31,800","31,800","31,800","31,800"
"12/09/2012","1391/09/19","29,000","29,000","29,000","29,000"
"13/09/2012","1391/06/23","23,900","23,820","24,000","23,910"
"15/09/2012","1391/06/25","23,850","23,850","24,480","24,480"
"16/09/2012","1391/06/26","24,350","24,320","24,550","24,470"
"17/09/2012","1391/06/27","24,470","24,470","25,240","24,930"
"18/09/2012","1391/06/28","24,700","24,300","24,820","24,360"
"19/09/2012","1391/06/29","24,210","23,990","24,360","24,280"
"20/09/2012","1391/06/30","24,340","24,340","24,410","24,380"
"22/09/2012","1391/07/01","24,740","24,370","24,740","24,690"
"23/09/2012","1391/07/02","24,660","24,510","24,780","24,760"
"24/09/2012","1391/07/03","24,600","24,600","25,300","25,200"
"25/09/2012","1391/07/04","25,310","25,310","26,530","25,480"
"26/09/2012","1391/07/05","26,150","26,120","26,460","26,300"
"27/09/2012","1391/07/06","26,760","26,760","26,900","26,900"
"29/09/2012","1391/07/08","27,160","27,160","28,500","28,440"
"30/09/2012","1391/07/09","29,600","29,410","29,800","29,800"
"01/10/2012","1390/10/20","16,900","16,900","16,900","16,900"
"03/10/2012","1390/12/20","18,800","18,800","18,800","18,800"
"04/10/2012","1391/01/22","18,650","18,650","18,650","18,650"
"05/10/2012","1391/02/21","16,190","16,190","16,190","16,190"
"06/10/2012","1391/03/21","18,210","18,210","18,210","18,210"
"07/10/2012","1391/04/20","19,200","19,200","19,460","19,360"
"09/10/2012","1391/06/20","24,900","24,900","26,300","25,600"
"10/10/2012","1391/07/19","32,200","31,250","33,500","33,000"
"11/10/2012","1391/08/20","31,000","31,000","31,000","31,000"
"12/10/2012","1391/09/20","29,800","29,800","29,800","29,800"
"13/10/2012","1391/07/22","33,950","33,950","33,950","33,950"
"14/10/2012","1391/07/23","33,700","33,500","34,200","34,000"
"15/10/2012","1391/07/24","34,600","34,600","35,400","35,200"
"16/10/2012","1391/07/25","36,000","36,000","36,000","36,000"
"17/10/2012","1391/07/26","33,350","33,350","33,350","33,350"
"18/10/2012","1391/07/27","33,350","33,350","36,000","35,300"
"20/10/2012","1391/07/29","36,000","36,000","36,000","36,000"
"21/10/2012","1391/07/30","35,500","35,000","35,500","35,400"
"22/10/2012","1391/08/01","36,000","36,000","36,000","36,000"
"23/10/2012","1391/08/02","33,000","32,700","33,000","32,700"
"24/10/2012","1391/08/03","34,000","34,000","34,000","34,000"
"25/10/2012","1391/08/04","34,000","34,000","34,000","34,000"
"26/10/2012","1391/08/05","34,000","34,000","34,000","34,000"
"27/10/2012","1391/08/06","33,400","33,400","33,400","33,400"
"28/10/2012","1391/08/07","32,900","32,900","32,900","32,900"
"29/10/2012","1391/08/08","33,400","33,400","33,400","33,400"
"30/10/2012","1391/08/09","33,000","33,000","33,000","33,000"
"31/10/2012","1391/08/10","32,900","32,900","32,900","32,900"
"01/11/2012","1390/10/21","16,920","16,920","16,920","16,920"
"03/11/2012","1390/12/21","18,700","18,700","18,700","18,700"
"04/11/2012","1391/01/23","18,800","18,800","18,800","18,800"
"06/11/2012","1391/03/22","18,150","18,150","18,150","18,150"
"07/11/2012","1391/04/21","19,330","19,100","19,340","19,140"
"08/11/2012","1391/05/21","20,800","20,800","21,350","21,300"
"09/11/2012","1391/06/21","25,200","24,250","25,200","24,750"
"10/11/2012","1391/07/20","33,000","33,000","33,450","33,250"
"11/11/2012","1391/08/21","30,700","30,700","30,700","30,700"
"12/11/2012","1391/09/21","30,100","30,100","30,100","30,100"
"13/11/2012","1391/08/23","30,000","30,000","30,000","30,000"
"14/11/2012","1391/08/24","29,800","29,800","29,800","29,800"
"15/11/2012","1391/08/25","29,800","29,800","29,800","29,800"
"16/11/2012","1391/08/26","29,800","29,800","29,800","29,800"
"17/11/2012","1391/08/27","29,400","29,400","29,400","29,400"
"18/11/2012","1391/08/28","28,500","28,500","28,500","28,500"
"19/11/2012","1391/08/29","28,000","28,000","28,000","28,000"
"20/11/2012","1391/08/30","26,500","26,500","26,500","26,500"
"21/11/2012","1391/09/01","28,400","28,400","28,400","28,400"
"22/11/2012","1391/09/02","28,400","28,400","29,000","29,000"
"23/11/2012","1391/09/03","29,000","29,000","29,000","29,000"
"24/11/2012","1391/09/04","29,000","29,000","29,000","29,000"
"25/11/2012","1391/09/05","29,000","29,000","29,000","29,000"
"26/11/2012","1391/09/06","28,900","28,900","28,900","28,900"
"27/11/2012","1391/09/07","28,000","28,000","28,000","28,000"
"28/11/2012","1391/09/08","29,000","29,000","29,000","29,000"
"29/11/2012","1391/09/09","28,700","28,700","28,700","28,700"
"01/12/2012","1390/10/22","16,950","16,950","16,950","16,950"
"02/12/2012","1390/11/23","19,400","19,400","19,400","19,400"
"03/12/2012","1390/12/22","18,850","18,850","18,850","18,850"
"04/12/2012","1391/01/24","18,840","18,840","18,840","18,840"
"05/12/2012","1391/02/23","15,890","15,890","15,890","15,890"
"06/12/2012","1391/03/23","17,900","17,900","17,900","17,900"
"07/12/2012","1391/04/22","19,170","19,150","19,240","19,220"
"08/12/2012","1391/05/22","21,390","21,370","21,520","21,480"
"11/12/2012","1391/08/22","30,500","30,500","30,500","30,500"
"12/12/2012","1391/09/22","29,950","29,950","29,950","29,950"
"13/12/2012","1391/09/23","30,200","30,200","30,200","30,200"
"15/12/2012","1391/09/25","29,700","29,700","29,700","29,700"
"16/12/2012","1391/09/26","30,000","30,000","30,000","30,000"
"17/12/2012","1391/09/27","30,000","30,000","30,330","30,330"
"18/12/2012","1391/09/28","30,900","30,900","31,100","31,100"
"19/12/2012","1391/09/29","31,250","30,850","31,350","30,850"
"20/12/2012","1391/09/30","31,000","31,000","31,000","31,000"
"22/12/2012","1391/10/02","31,500","31,300","31,700","31,700"
"23/12/2012","1391/10/03","31,800","31,800","32,400","32,400"
"24/12/2012","1391/10/04","33,500","33,320","33,500","33,320"
"25/12/2012","1391/10/05","34,200","33,320","34,200","33,320"
"26/12/2012","1391/10/06","32,640","32,480","33,280","32,750"
"27/12/2012","1391/10/07","32,850","32,600","32,850","32,600"
"29/12/2012","1391/10/09","32,800","32,100","32,800","32,100"
"30/12/2012","1391/10/10","31,950","31,600","32,300","32,300"
"31/12/2012","1391/10/11","32,900","32,400","32,900","32,400"
"01/01/2013","1391/10/12","32,400","32,400","32,550","32,400"
"05/01/2013","1392/02/11","35,750","35,700","35,750","35,700"
"06/01/2013","1392/03/11","36,180","36,180","36,520","36,450"
"07/01/2013","1392/04/10","34,100","33,750","34,100","33,900"
"08/01/2013","1392/05/10","31,750","31,750","31,800","31,800"
"09/01/2013","1392/06/10","32,550","32,350","32,550","32,400"
"10/01/2013","1392/07/09","30,500","30,400","30,550","30,550"
"12/01/2013","1392/09/10","29,600","29,530","29,600","29,530"
"13/01/2013","1391/10/24","32,700","32,700","33,080","32,880"
"14/01/2013","1391/10/25","32,900","32,850","32,950","32,900"
"15/01/2013","1391/10/26","32,930","32,900","33,100","33,050"
"16/01/2013","1391/10/27","33,300","33,010","33,300","33,050"
"17/01/2013","1391/10/28","33,080","33,050","33,080","33,050"
"19/01/2013","1391/10/30","33,150","33,150","33,400","33,400"
"20/01/2013","1391/11/01","33,300","33,300","34,350","34,100"
"21/01/2013","1391/11/02","34,400","34,400","35,430","35,150"
"22/01/2013","1391/11/03","35,240","35,240","36,500","36,190"
"23/01/2013","1391/11/04","36,500","34,960","36,500","35,600"
"24/01/2013","1391/11/05","35,400","35,200","35,400","35,250"
"26/01/2013","1391/11/07","35,000","35,000","35,500","35,500"
"27/01/2013","1391/11/08","35,600","35,600","36,520","36,520"
"28/01/2013","1391/11/09","36,300","36,000","36,710","36,500"
"29/01/2013","1391/11/10","36,600","36,600","36,600","36,600"
"30/01/2013","1391/11/11","36,800","36,800","38,100","37,950"
"31/01/2013","1391/11/12","37,800","37,800","38,900","38,900"
"01/02/2013","1391/10/13","32,350","32,350","32,500","32,450"
"02/02/2013","1391/11/14","39,400","37,800","39,700","38,200"
"03/02/2013","1391/12/12","36,500","36,450","36,650","36,450"
"05/02/2013","1392/02/12","35,400","35,400","35,550","35,550"
"06/02/2013","1392/03/12","36,480","36,280","36,500","36,280"
"07/02/2013","1392/04/11","34,000","33,700","34,000","33,700"
"10/02/2013","1392/07/10","30,700","30,500","30,700","30,550"
"11/02/2013","1392/08/11","30,150","30,070","30,150","30,120"
"12/02/2013","1392/09/11","29,600","29,530","29,600","29,530"
"13/02/2013","1391/11/25","36,000","35,900","36,500","36,500"
"14/02/2013","1391/11/26","36,900","36,900","37,500","37,500"
"16/02/2013","1391/11/28","37,450","37,140","37,450","37,300"
"17/02/2013","1391/11/29","37,000","36,800","37,000","36,800"
"18/02/2013","1391/11/30","36,600","36,600","37,100","37,100"
"19/02/2013","1391/12/01","37,400","37,250","37,500","37,250"
"20/02/2013","1391/12/02","36,800","36,800","37,100","36,900"
"21/02/2013","1391/12/03","36,700","36,700","36,750","36,750"
"23/02/2013","1391/12/05","37,000","36,800","37,100","36,800"
"24/02/2013","1391/12/06","36,650","36,550","36,750","36,750"
"25/02/2013","1391/12/07","36,890","36,890","37,460","37,460"
"26/02/2013","1391/12/08","37,450","37,450","37,850","37,650"
"27/02/2013","1391/12/09","37,900","37,050","37,900","37,050"
"28/02/2013","1391/12/10","37,000","36,750","37,000","36,750"
"02/03/2013","1391/11/15","38,100","37,800","38,100","38,100"
"03/03/2013","1391/12/13","36,100","34,900","36,100","34,900"
"06/03/2013","1392/03/13","36,320","36,280","36,350","36,350"
"07/03/2013","1392/04/12","33,550","33,400","33,650","33,600"
"08/03/2013","1392/05/12","32,100","32,050","32,900","32,850"
"09/03/2013","1392/06/12","32,450","32,400","32,700","32,700"
"10/03/2013","1392/07/11","30,500","30,350","30,500","30,350"
"11/03/2013","1392/08/12","30,200","30,200","30,400","30,400"
"12/03/2013","1392/09/12","29,460","29,400","29,480","29,450"
"13/03/2013","1391/12/23","34,300","34,100","34,450","34,400"
"14/03/2013","1391/12/24","34,200","34,000","34,250","34,000"
"16/03/2013","1391/12/26","33,950","33,300","33,950","33,320"
"17/03/2013","1391/12/27","33,400","33,400","34,200","34,100"
"18/03/2013","1391/12/28","34,000","33,950","34,050","34,050"
"02/04/2013","1391/11/16","37,700","37,700","38,250","38,250"
"03/04/2013","1391/12/14","33,900","32,850","33,900","33,050"
"05/04/2013","1392/02/14","35,700","35,500","35,700","35,600"
"07/04/2013","1392/04/13","33,550","33,550","33,650","33,650"
"08/04/2013","1392/05/13","32,650","32,400","32,800","32,400"
"09/04/2013","1392/06/13","32,800","32,800","33,300","33,050"
"11/04/2013","1392/08/13","30,350","30,300","30,350","30,300"
"12/04/2013","1392/09/13","29,470","29,470","29,560","29,550"
"13/04/2013","1392/01/24","35,200","35,050","35,300","35,150"
"15/04/2013","1392/01/26","35,100","35,050","35,200","35,050"
"16/04/2013","1392/01/27","35,200","35,000","35,200","35,050"
"17/04/2013","1392/01/28","35,100","35,100","35,250","35,250"
"18/04/2013","1392/01/29","35,350","35,300","35,350","35,300"
"20/04/2013","1392/01/31","35,450","35,100","35,500","35,200"
"21/04/2013","1392/02/01","35,150","35,150","35,350","35,350"
"22/04/2013","1392/02/02","35,450","35,400","35,500","35,500"
"23/04/2013","1392/02/03","35,600","35,450","35,600","35,600"
"24/04/2013","1392/02/04","35,650","35,650","36,400","36,400"
"25/04/2013","1392/02/05","36,350","36,150","36,350","36,150"
"27/04/2013","1392/02/07","36,200","35,850","36,200","35,850"
"28/04/2013","1392/02/08","35,700","35,600","35,850","35,850"
"29/04/2013","1392/02/09","35,800","35,800","36,100","35,900"
"30/04/2013","1392/02/10","35,950","35,800","35,950","35,800"
"01/05/2013","1391/10/16","32,350","32,350","32,350","32,350"
"02/05/2013","1391/11/17","38,900","38,500","38,900","38,500"
"03/05/2013","1391/12/15","33,300","33,300","34,700","34,400"
"05/05/2013","1392/02/15","35,800","35,750","36,000","36,000"
"08/05/2013","1392/05/14","32,150","31,900","32,200","32,000"
"09/05/2013","1392/06/14","33,050","33,050","33,200","33,200"
"10/05/2013","1392/07/13","30,300","30,300","30,600","30,550"
"11/05/2013","1392/08/14","30,250","30,100","30,250","30,100"
"12/05/2013","1392/09/14","29,580","29,520","29,580","29,520"
"13/05/2013","1392/02/23","34,850","34,850","35,300","35,300"
"14/05/2013","1392/02/24","35,270","35,250","35,300","35,250"
"15/05/2013","1392/02/25","35,000","34,750","35,050","35,050"
"16/05/2013","1392/02/26","35,100","35,100","35,150","35,150"
"18/05/2013","1392/02/28","35,160","35,000","35,160","35,050"
"19/05/2013","1392/02/29","34,800","34,750","34,900","34,750"
"20/05/2013","1392/02/30","34,550","34,500","34,750","34,700"
"21/05/2013","1392/02/31","35,000","34,900","35,000","34,900"
"22/05/2013","1392/03/01","35,600","35,450","35,700","35,650"
"23/05/2013","1392/03/02","35,550","35,400","35,550","35,450"
"25/05/2013","1392/03/04","35,500","35,500","35,800","35,700"
"26/05/2013","1392/03/05","35,850","35,850","36,280","36,150"
"27/05/2013","1392/03/06","36,100","36,100","36,280","36,280"
"28/05/2013","1392/03/07","36,300","36,300","36,850","36,850"
"29/05/2013","1392/03/08","36,900","36,480","36,900","36,580"
"30/05/2013","1392/03/09","36,450","36,150","36,450","36,200"
"01/06/2013","1391/10/17","32,400","32,330","32,460","32,460"
"02/06/2013","1391/11/18","37,700","37,150","37,700","37,150"
"03/06/2013","1391/12/16","34,800","34,800","35,900","35,900"
