"Date","Persian_Date","Open","Low","High","Close"
"14/02/2015","1393/11/25","34,320","34,260","34,350","34,320"
"15/02/2015","1393/11/26","34,310","34,260","34,320","34,300"
"16/02/2015","1393/11/27","34,310","34,190","34,310","34,220"
"17/02/2015","1393/11/28","34,200","33,980","34,200","34,020"
"18/02/2015","1393/11/29","34,040","34,010","34,150","34,140"
"19/02/2015","1393/11/30","34,180","34,120","34,210","34,140"
"21/02/2015","1393/12/02","34,130","34,040","34,150","34,070"
"22/02/2015","1393/12/03","34,080","34,060","34,220","34,220"
"23/02/2015","1393/12/04","34,200","34,200","34,410","34,350"
"24/02/2015","1393/12/05","34,370","34,290","34,370","34,340"
"25/02/2015","1393/12/06","34,350","34,330","34,450","34,360"
"26/02/2015","1393/12/07","34,390","34,300","34,410","34,350"
"27/02/2015","1393/12/08","34,310","34,310","34,310","34,310"
"28/02/2015","1393/12/09","34,290","34,160","34,330","34,240"
"01/03/2015","1393/10/13","34,930","34,770","35,100","35,090"
"02/03/2015","1393/11/14","34,570","34,540","34,570","34,560"
"03/03/2015","1393/12/12","34,260","34,070","34,260","34,170"
"04/03/2015","1394/01/14","32,340","31,710","32,340","31,880"
"05/03/2015","1394/02/13","33,410","33,350","33,430","33,390"
"08/03/2015","1394/05/12","33,200","33,130","33,220","33,160"
"09/03/2015","1394/06/12","34,000","33,850","34,050","33,850"
"10/03/2015","1394/07/11","34,370","34,090","34,610","34,090"
"11/03/2015","1394/08/12","34,550","33,940","34,950","33,940"
"12/03/2015","1394/09/12","34,330","33,970","36,350","33,970"
"13/03/2015","1393/12/22","33,170","32,950","33,170","32,990"
"14/03/2015","1393/12/23","32,960","32,200","32,960","32,200"
"15/03/2015","1393/12/24","32,180","31,600","32,670","32,410"
"16/03/2015","1393/12/25","32,440","32,400","33,150","32,810"
"17/03/2015","1393/12/26","32,870","32,870","33,860","33,530"
"18/03/2015","1393/12/27","33,530","33,350","33,760","33,490"
"19/03/2015","1393/12/28","33,580","32,950","33,700","33,380"
"23/03/2015","1394/01/03","33,560","33,560","33,560","33,560"
"24/03/2015","1394/01/04","33,600","33,600","33,600","33,600"
"25/03/2015","1394/01/05","33,560","33,560","34,280","33,930"
"26/03/2015","1394/01/06","33,980","33,890","34,030","33,930"
"28/03/2015","1394/01/08","33,810","32,730","33,810","32,960"
"29/03/2015","1394/01/09","32,970","32,610","33,180","33,100"
"30/03/2015","1394/01/10","33,110","32,990","33,340","33,240"
"31/03/2015","1394/01/11","33,190","32,880","33,390","33,070"
"01/04/2015","1393/10/14","35,080","35,080","35,440","35,210"
"02/04/2015","1393/11/15","34,550","34,400","34,560","34,430"
"03/04/2015","1393/12/13","34,180","34,110","34,200","34,200"
"04/04/2015","1394/01/15","31,850","31,710","32,700","32,690"
"05/04/2015","1394/02/14","33,400","33,250","33,400","33,250"
"07/04/2015","1394/04/13","33,020","33,000","33,180","33,040"
"08/04/2015","1394/05/13","33,250","33,220","33,330","33,240"
"10/04/2015","1394/07/12","34,450","33,950","34,450","33,950"
"11/04/2015","1394/08/13","34,990","33,930","34,990","33,930"
"13/04/2015","1394/01/24","33,420","33,340","33,580","33,380"
"14/04/2015","1394/01/25","33,480","33,270","33,530","33,450"
"15/04/2015","1394/01/26","33,440","33,440","33,710","33,580"
"16/04/2015","1394/01/27","33,590","33,450","33,620","33,480"
"17/04/2015","1394/01/28","33,490","33,420","33,490","33,420"
"18/04/2015","1394/01/29","33,440","33,330","33,450","33,360"
"19/04/2015","1394/01/30","33,340","33,310","33,440","33,390"
"20/04/2015","1394/01/31","33,450","33,350","33,450","33,390"
"21/04/2015","1394/02/01","33,400","33,370","33,450","33,390"
"22/04/2015","1394/02/02","33,380","33,310","33,390","33,360"
"23/04/2015","1394/02/03","33,370","33,310","33,390","33,330"
"24/04/2015","1394/02/04","33,340","33,330","33,340","33,330"
"25/04/2015","1394/02/05","33,320","33,210","33,340","33,220"
"26/04/2015","1394/02/06","33,200","33,190","33,350","33,300"
"27/04/2015","1394/02/07","33,340","33,340","33,430","33,350"
"28/04/2015","1394/02/08","33,360","33,310","33,390","33,380"
"29/04/2015","1394/02/09","33,390","33,340","33,410","33,360"
"30/04/2015","1394/02/10","33,370","33,330","33,400","33,390"
"01/05/2015","1393/10/15","35,220","35,060","35,330","35,120"
"02/05/2015","1393/11/16","34,410","34,270","34,410","34,320"
"03/05/2015","1393/12/14","34,160","34,130","34,180","34,130"
"04/05/2015","1394/01/16","32,760","32,670","32,990","32,840"
"05/05/2015","1394/02/15","33,230","33,170","33,270","33,270"
"07/05/2015","1394/04/14","33,130","32,900","33,130","32,950"
"08/05/2015","1394/05/14","33,250","33,250","33,320","33,270"
"09/05/2015","1394/06/14","34,120","33,830","34,120","33,830"
"10/05/2015","1394/07/13","34,230","33,990","34,500","33,990"
"11/05/2015","1394/08/14","34,950","33,890","34,950","33,890"
"12/05/2015","1394/09/14","36,190","33,970","36,190","33,970"
"13/05/2015","1394/02/23","33,180","33,150","33,270","33,190"
"14/05/2015","1394/02/24","33,180","33,170","33,200","33,200"
"15/05/2015","1394/02/25","33,190","33,190","33,190","33,190"
"16/05/2015","1394/02/26","33,200","33,190","33,200","33,190"
"17/05/2015","1394/02/27","33,150","33,090","33,160","33,100"
"18/05/2015","1394/02/28","33,040","33,040","33,080","33,070"
"19/05/2015","1394/02/29","33,060","32,980","33,080","32,980"
"20/05/2015","1394/02/30","32,990","32,770","33,020","32,830"
"21/05/2015","1394/02/31","32,940","32,850","33,050","32,850"
"23/05/2015","1394/03/02","32,960","32,960","33,100","32,970"
"24/05/2015","1394/03/03","33,000","32,950","33,050","32,950"
"25/05/2015","1394/03/04","33,070","32,930","33,130","32,930"
"26/05/2015","1394/03/05","33,110","33,000","33,150","33,000"
"27/05/2015","1394/03/06","33,070","33,000","33,150","33,000"
"28/05/2015","1394/03/07","33,100","32,980","33,220","32,980"
"30/05/2015","1394/03/09","33,100","33,080","33,320","33,080"
"31/05/2015","1394/03/10","33,200","33,160","33,320","33,190"
"01/06/2015","1393/10/16","35,140","35,130","35,260","35,240"
"04/06/2015","1394/01/17","32,820","32,600","32,890","32,860"
"05/06/2015","1394/02/16","33,250","33,190","33,320","33,300"
"06/06/2015","1394/03/16","33,180","33,110","33,230","33,110"
"07/06/2015","1394/04/15","32,970","32,700","32,970","32,720"
"08/06/2015","1394/05/15","33,300","33,250","33,400","33,250"
"09/06/2015","1394/06/15","33,920","33,920","34,270","33,970"
"10/06/2015","1394/07/14","34,160","33,990","34,850","33,990"
"12/06/2015","1394/09/15","36,000","33,970","36,000","33,970"
"13/06/2015","1394/03/23","33,080","33,040","33,100","33,040"
"14/06/2015","1394/03/24","33,020","32,920","33,020","32,920"
"15/06/2015","1394/03/25","32,910","32,820","32,910","32,820"
"16/06/2015","1394/03/26","32,750","32,690","32,850","32,850"
"17/06/2015","1394/03/27","32,860","32,820","32,920","32,850"
"18/06/2015","1394/03/28","32,840","32,780","32,840","32,780"
"20/06/2015","1394/03/30","32,790","32,700","32,790","32,710"
"21/06/2015","1394/03/31","32,730","32,680","32,770","32,720"
"22/06/2015","1394/04/01","32,650","32,600","32,670","32,620"
"23/06/2015","1394/04/02","32,630","32,580","32,660","32,660"
"24/06/2015","1394/04/03","32,680","32,660","32,850","32,750"
"25/06/2015","1394/04/04","32,850","32,750","32,880","32,750"
"27/06/2015","1394/04/06","32,860","32,860","33,070","33,030"
"28/06/2015","1394/04/07","33,080","33,000","33,380","33,000"
"29/06/2015","1394/04/08","33,170","33,000","33,330","33,000"
"30/06/2015","1394/04/09","32,980","32,870","33,110","32,990"
"01/07/2015","1393/10/17","35,260","35,110","35,260","35,130"
"02/07/2015","1393/11/18","34,330","34,160","34,330","34,190"
"03/07/2015","1393/12/16","34,120","33,940","34,120","33,990"
"04/07/2015","1394/01/18","32,840","32,840","33,170","33,140"
"05/07/2015","1394/02/17","33,310","33,280","33,320","33,290"
"06/07/2015","1394/03/17","33,130","33,070","33,130","33,080"
"07/07/2015","1394/04/16","32,560","32,420","32,690","32,480"
"09/07/2015","1394/06/16","34,220","33,890","34,270","33,890"
"10/07/2015","1394/07/15","34,560","33,990","34,750","33,990"
"11/07/2015","1394/08/16","34,950","33,930","34,970","33,930"
"12/07/2015","1394/09/16","35,780","33,960","36,390","33,960"
"13/07/2015","1394/04/22","32,270","32,120","32,270","32,140"
"14/07/2015","1394/04/23","32,050","31,780","32,170","32,160"
"15/07/2015","1394/04/24","32,350","32,180","32,620","32,180"
"16/07/2015","1394/04/25","32,490","32,190","32,490","32,300"
"20/07/2015","1394/04/29","32,320","32,290","32,370","32,300"
"21/07/2015","1394/04/30","32,250","32,200","32,420","32,350"
"22/07/2015","1394/04/31","32,530","32,380","32,620","32,390"
"23/07/2015","1394/05/01","32,530","32,380","32,560","32,380"
"25/07/2015","1394/05/03","32,770","32,570","32,950","32,570"
"26/07/2015","1394/05/04","33,030","32,570","33,180","32,950"
"27/07/2015","1394/05/05","32,990","32,860","33,000","32,900"
"28/07/2015","1394/05/06","33,030","32,980","33,090","32,980"
"29/07/2015","1394/05/07","33,080","32,990","33,100","33,030"
"30/07/2015","1394/05/08","33,050","33,000","33,070","33,000"
"01/08/2015","1393/10/18","35,140","35,000","35,140","35,000"
"02/08/2015","1393/11/19","34,160","33,880","34,160","34,090"
"03/08/2015","1393/12/17","34,020","33,930","34,060","34,060"
"04/08/2015","1394/01/19","33,170","32,930","33,330","32,930"
"05/08/2015","1394/02/18","33,300","33,300","33,300","33,300"
"06/08/2015","1394/03/18","33,140","33,100","33,160","33,100"
"08/08/2015","1394/05/17","33,400","33,380","33,600","33,380"
"09/08/2015","1394/06/17","34,150","33,830","34,370","33,830"
"10/08/2015","1394/07/16","34,400","33,980","34,790","33,980"
"11/08/2015","1394/08/17","35,080","33,950","35,120","33,950"
"12/08/2015","1394/09/17","36,200","33,960","36,200","33,960"
"13/08/2015","1394/05/22","33,600","33,450","33,680","33,450"
"15/08/2015","1394/05/24","33,580","33,400","33,640","33,400"
"16/08/2015","1394/05/25","33,410","33,390","33,470","33,410"
"17/08/2015","1394/05/26","33,480","33,410","33,580","33,410"
"18/08/2015","1394/05/27","33,450","33,450","33,710","33,550"
"19/08/2015","1394/05/28","33,590","33,460","33,620","33,460"
"20/08/2015","1394/05/29","33,580","33,490","33,600","33,490"
"22/08/2015","1394/05/31","33,500","33,480","33,630","33,480"
"23/08/2015","1394/06/01","33,660","33,500","33,720","33,500"
"24/08/2015","1394/06/02","33,680","33,550","33,760","33,550"
"25/08/2015","1394/06/03","33,730","33,580","33,810","33,650"
"26/08/2015","1394/06/04","33,860","33,630","34,070","33,630"
"27/08/2015","1394/06/05","33,690","33,550","34,000","33,550"
"29/08/2015","1394/06/07","33,870","33,590","33,930","33,590"
"30/08/2015","1394/06/08","33,780","33,670","33,890","33,670"
"31/08/2015","1394/06/09","34,020","33,770","34,100","33,770"
"01/09/2015","1393/10/19","35,020","34,960","35,020","34,970"
"02/09/2015","1393/11/20","34,080","34,080","34,370","34,310"
"03/09/2015","1393/12/18","34,050","33,960","34,060","33,960"
"04/09/2015","1394/01/20","32,910","32,860","33,090","32,900"
"05/09/2015","1394/02/19","33,290","33,210","33,300","33,210"
"06/09/2015","1394/03/19","33,110","33,080","33,160","33,080"
"07/09/2015","1394/04/18","32,500","32,380","32,560","32,380"
"08/09/2015","1394/05/18","33,500","33,300","33,510","33,390"
"09/09/2015","1394/06/18","34,220","33,830","34,320","33,850"
"11/09/2015","1394/08/18","34,200","33,960","35,350","33,960"
"12/09/2015","1394/09/18","34,450","33,950","36,400","33,950"
"13/09/2015","1394/06/22","34,040","33,980","34,560","33,980"
"14/09/2015","1394/06/23","34,130","34,130","34,750","34,200"
"15/09/2015","1394/06/24","34,340","33,950","34,920","33,950"
"16/09/2015","1394/06/25","34,510","33,930","34,510","33,930"
"17/09/2015","1394/06/26","33,990","33,850","33,990","33,850"
"19/09/2015","1394/06/28","33,980","33,850","34,000","33,850"
"20/09/2015","1394/06/29","34,020","33,830","34,040","33,830"
"21/09/2015","1394/06/30","33,820","33,720","33,820","33,720"
"22/09/2015","1394/06/31","34,020","33,880","34,080","33,880"
"23/09/2015","1394/07/01","33,900","33,850","33,950","33,850"
"26/09/2015","1394/07/04","33,950","33,840","33,970","33,840"
"27/09/2015","1394/07/05","33,910","33,910","34,200","33,930"
"28/09/2015","1394/07/06","34,010","33,920","34,200","33,920"
"29/09/2015","1394/07/07","34,170","33,950","34,250","34,090"
"30/09/2015","1394/07/08","34,650","34,090","34,650","34,090"
"01/10/2015","1393/10/20","34,980","34,880","35,090","34,940"
"02/10/2015","1393/11/21","34,280","34,210","34,320","34,300"
"03/10/2015","1393/12/19","33,980","33,820","33,980","33,840"
"05/10/2015","1394/02/20","33,220","33,140","33,220","33,180"
"06/10/2015","1394/03/20","33,120","33,080","33,170","33,080"
"08/10/2015","1394/05/19","33,380","33,360","33,490","33,360"
"09/10/2015","1394/06/19","33,920","33,850","34,300","33,850"
"10/10/2015","1394/07/18","34,140","33,980","34,790","33,980"
"11/10/2015","1394/08/19","35,190","33,950","35,500","33,950"
"13/10/2015","1394/07/21","34,420","33,880","34,550","33,880"
"14/10/2015","1394/07/22","33,950","33,880","34,670","33,890"
"15/10/2015","1394/07/23","34,530","33,880","34,600","33,880"
"17/10/2015","1394/07/25","34,450","33,870","34,530","33,870"
"18/10/2015","1394/07/26","34,390","33,870","34,390","33,870"
"19/10/2015","1394/07/27","34,330","33,810","34,350","33,810"
"20/10/2015","1394/07/28","34,190","33,810","34,290","33,810"
"21/10/2015","1394/07/29","34,270","33,830","34,390","33,830"
"22/10/2015","1394/07/30","34,410","33,850","34,540","33,850"
"25/10/2015","1394/08/03","34,010","33,850","34,600","33,850"
"26/10/2015","1394/08/04","34,410","33,880","34,550","33,880"
"27/10/2015","1394/08/05","34,040","33,890","34,790","33,890"
"28/10/2015","1394/08/06","34,340","33,900","34,900","33,900"
"29/10/2015","1394/08/07","34,090","33,890","34,850","33,890"
"31/10/2015","1394/08/09","34,080","33,890","34,820","33,890"
"01/11/2015","1393/10/21","34,930","34,830","34,960","34,860"
"03/11/2015","1393/12/20","33,800","33,330","33,800","33,360"
"04/11/2015","1394/01/22","32,950","32,950","33,560","33,520"
"05/11/2015","1394/02/21","33,170","33,110","33,190","33,160"
"06/11/2015","1394/03/21","33,100","33,050","33,110","33,050"
"07/11/2015","1394/04/20","32,440","32,440","32,590","32,490"
"10/11/2015","1394/07/19","34,400","33,900","34,650","33,900"
"11/11/2015","1394/08/20","35,070","33,940","35,350","33,940"
"14/11/2015","1394/08/23","35,580","33,990","35,650","33,990"
"15/11/2015","1394/08/24","34,330","33,940","35,700","33,940"
"16/11/2015","1394/08/25","35,590","33,940","35,590","33,940"
"17/11/2015","1394/08/26","34,260","33,940","35,530","33,940"
"18/11/2015","1394/08/27","34,270","33,930","35,590","33,930"
"19/11/2015","1394/08/28","35,610","33,930","35,610","33,930"
"21/11/2015","1394/08/30","34,590","33,930","35,570","33,930"
"22/11/2015","1394/09/01","34,900","33,940","35,690","33,940"
"23/11/2015","1394/09/02","35,750","33,940","35,750","33,940"
"24/11/2015","1394/09/03","35,420","33,980","35,810","33,980"
"25/11/2015","1394/09/04","35,870","33,990","35,930","33,990"
"26/11/2015","1394/09/05","35,990","33,920","35,990","33,920"
"27/11/2015","1394/09/06","33,930","33,930","33,930","33,930"
"28/11/2015","1394/09/07","33,920","33,920","36,390","33,990"
"29/11/2015","1394/09/08","36,530","33,990","36,530","33,990"
"30/11/2015","1394/09/09","35,080","33,990","35,830","33,990"
"01/12/2015","1393/10/22","34,850","34,660","34,860","34,700"
"02/12/2015","1393/11/23","34,320","34,250","34,320","34,290"
"03/12/2015","1393/12/21","33,410","32,960","33,410","33,240"
"04/12/2015","1394/01/23","33,570","33,390","33,850","33,390"
"05/12/2015","1394/02/22","33,120","33,070","33,170","33,160"
"07/12/2015","1394/04/21","32,580","32,450","32,590","32,500"
"08/12/2015","1394/05/21","33,440","33,360","33,590","33,460"
"09/12/2015","1394/06/21","34,370","33,900","34,500","33,900"
"10/12/2015","1394/07/20","34,700","33,890","34,700","33,890"
"11/12/2015","1394/08/21","34,790","33,930","35,450","33,930"
"13/12/2015","1394/09/22","36,250","33,940","36,290","33,940"
"14/12/2015","1394/09/23","36,240","33,940","36,290","33,940"
"15/12/2015","1394/09/24","34,300","33,940","36,100","33,940"
"16/12/2015","1394/09/25","34,320","33,970","36,230","33,970"
"17/12/2015","1394/09/26","34,390","33,890","36,450","33,890"
"19/12/2015","1394/09/28","34,300","33,800","36,340","33,800"
"20/12/2015","1394/09/29","34,040","33,850","36,190","33,850"
"21/12/2015","1394/09/30","34,100","33,840","36,340","33,840"
"22/12/2015","1394/10/01","36,290","33,860","36,400","33,860"
"23/12/2015","1394/10/02","34,120","33,870","36,530","33,870"
"24/12/2015","1394/10/03","34,140","33,880","36,580","33,880"
"26/12/2015","1394/10/05","34,160","33,800","34,160","33,850"
"27/12/2015","1394/10/06","34,120","33,800","36,590","33,800"
"28/12/2015","1394/10/07","34,070","33,800","36,520","33,800"
"30/12/2015","1394/10/09","34,070","33,830","36,520","33,830"
"31/12/2015","1394/10/10","35,150","33,870","36,720","33,870"
"02/01/2016","1394/11/12","36,250","33,830","36,250","33,830"
"03/01/2016","1394/12/11","34,560","34,540","34,620","34,540"
"05/01/2016","1395/02/12","34,540","34,480","34,540","34,510"
"06/01/2016","1395/03/12","34,630","34,600","34,650","34,650"
"08/01/2016","1395/05/11","35,350","35,270","35,370","35,280"
"09/01/2016","1395/06/11","35,470","35,430","35,630","35,570"
"10/01/2016","1395/07/10","35,800","35,620","35,870","35,830"
"11/01/2016","1395/08/11","36,280","36,210","36,280","36,270"
"12/01/2016","1395/09/11","38,850","37,890","38,850","38,290"
"13/01/2016","1394/10/23","34,160","33,870","36,690","33,870"
"14/01/2016","1394/10/24","34,120","33,850","36,160","33,850"
"16/01/2016","1394/10/26","36,200","33,840","36,200","33,840"
"17/01/2016","1394/10/27","35,850","33,840","36,090","33,840"
"18/01/2016","1394/10/28","36,020","33,840","36,020","33,840"
"19/01/2016","1394/10/29","35,850","33,830","35,960","33,830"
"20/01/2016","1394/10/30","35,850","33,840","35,850","33,840"
"21/01/2016","1394/11/01","35,040","33,830","35,040","33,830"
"23/01/2016","1394/11/03","36,280","33,870","36,280","33,870"
"24/01/2016","1394/11/04","35,890","33,870","36,470","33,870"
"25/01/2016","1394/11/05","35,880","33,850","36,340","33,850"
"26/01/2016","1394/11/06","36,430","33,850","36,430","33,850"
"27/01/2016","1394/11/07","36,500","33,840","36,500","33,840"
"28/01/2016","1394/11/08","35,860","33,840","36,270","33,840"
"30/01/2016","1394/11/10","34,640","33,820","36,260","33,820"
"31/01/2016","1394/11/11","36,050","33,840","36,050","33,840"
"01/02/2016","1394/10/12","35,650","33,840","35,650","33,840"
"02/02/2016","1394/11/13","35,570","33,830","36,180","33,830"
"03/02/2016","1394/12/12","34,660","34,540","34,760","34,540"
"04/02/2016","1395/01/14","34,890","34,750","34,940","34,750"
"05/02/2016","1395/02/13","34,570","34,500","34,620","34,500"
"06/02/2016","1395/03/13","34,720","34,710","34,750","34,710"
"07/02/2016","1395/04/12","35,340","35,110","35,350","35,160"
"08/02/2016","1395/05/12","35,380","35,340","35,400","35,400"
"10/02/2016","1395/07/11","35,700","35,700","35,860","35,770"
"11/02/2016","1395/08/12","36,300","36,190","36,300","36,230"
"13/02/2016","1394/11/24","34,660","33,800","34,970","33,800"
"14/02/2016","1394/11/25","34,590","33,800","34,620","33,800"
"15/02/2016","1394/11/26","34,000","33,840","34,540","33,840"
"16/02/2016","1394/11/27","33,960","33,960","34,430","34,430"
"17/02/2016","1394/11/28","34,560","34,560","34,690","34,620"
"18/02/2016","1394/11/29","34,820","34,710","34,890","34,710"
"20/02/2016","1394/12/01","34,690","34,450","34,690","34,450"
"21/02/2016","1394/12/02","34,440","34,370","34,540","34,500"
"22/02/2016","1394/12/03","34,540","34,540","34,800","34,540"
"23/02/2016","1394/12/04","34,550","34,550","34,720","34,650"
"24/02/2016","1394/12/05","34,660","34,660","34,740","34,680"
"25/02/2016","1394/12/06","34,890","34,750","34,890","34,750"
"27/02/2016","1394/12/08","34,880","34,850","34,990","34,850"
"28/02/2016","1394/12/09","34,810","34,550","34,850","34,550"
"29/02/2016","1394/12/10","34,580","34,550","34,700","34,550"
"01/03/2016","1394/10/13","36,560","33,840","36,580","33,840"
"02/03/2016","1394/11/14","34,430","33,820","36,220","33,820"
"03/03/2016","1394/12/13","34,560","34,450","34,570","34,450"
"04/03/2016","1395/01/15","34,720","34,490","34,720","34,490"
"05/03/2016","1395/02/14","34,560","34,470","34,570","34,470"
"06/03/2016","1395/03/14","34,700","34,700","34,710","34,710"
"07/03/2016","1395/04/13","35,120","34,790","35,120","34,790"
"08/03/2016","1395/05/13","35,360","35,290","35,420","35,310"
"09/03/2016","1395/06/13","35,700","35,550","35,700","35,590"
"10/03/2016","1395/07/12","35,850","35,800","35,850","35,810"
"11/03/2016","1395/08/13","36,240","36,080","36,270","36,200"
"12/03/2016","1395/09/13","38,130","37,830","38,150","38,020"
"14/03/2016","1394/12/24","34,180","34,140","34,270","34,180"
"15/03/2016","1394/12/25","34,240","34,240","34,310","34,290"
"16/03/2016","1394/12/26","34,330","34,300","34,370","34,300"
"17/03/2016","1394/12/27","34,250","34,250","34,250","34,250"
"26/03/2016","1395/01/07","34,300","34,300","34,750","34,680"
"27/03/2016","1395/01/08","34,660","34,660","34,670","34,660"
"29/03/2016","1395/01/10","34,960","34,960","35,140","35,130"
"30/03/2016","1395/01/11","34,890","34,820","34,890","34,820"
"31/03/2016","1395/01/12","34,850","34,850","34,850","34,850"
"01/04/2016","1394/10/14","34,120","33,840","36,660","33,890"
"02/04/2016","1394/11/15","34,260","33,820","35,990","33,820"
"04/04/2016","1395/01/16","34,500","34,480","34,610","34,500"
"05/04/2016","1395/02/15","34,480","34,420","34,480","34,430"
"06/04/2016","1395/03/15","34,700","34,700","34,710","34,710"
"07/04/2016","1395/04/14","34,830","34,680","34,880","34,870"
"08/04/2016","1395/05/14","35,350","35,120","35,380","35,170"
"09/04/2016","1395/06/14","35,640","35,560","35,650","35,650"
"10/04/2016","1395/07/13","35,880","35,830","35,880","35,860"
"12/04/2016","1395/09/14","38,800","38,470","39,220","38,950"
"13/04/2016","1395/01/25","34,670","34,630","34,690","34,660"
"14/04/2016","1395/01/26","34,650","34,590","34,650","34,620"
"16/04/2016","1395/01/28","34,740","34,640","34,740","34,640"
"17/04/2016","1395/01/29","34,700","34,550","34,700","34,550"
"18/04/2016","1395/01/30","34,590","34,510","34,590","34,510"
"19/04/2016","1395/01/31","34,540","34,540","34,640","34,640"
"20/04/2016","1395/02/01","34,680","34,580","34,680","34,580"
"23/04/2016","1395/02/04","34,630","34,590","34,630","34,590"
"24/04/2016","1395/02/05","34,650","34,650","34,710","34,690"
"25/04/2016","1395/02/06","34,700","34,670","34,730","34,670"
"26/04/2016","1395/02/07","34,660","34,600","34,660","34,600"
"27/04/2016","1395/02/08","34,650","34,600","34,650","34,600"
"28/04/2016","1395/02/09","34,630","34,570","34,630","34,570"
"30/04/2016","1395/02/11","34,560","34,530","34,570","34,550"
"01/05/2016","1394/10/15","34,180","33,940","36,230","33,940"
"03/05/2016","1394/12/15","34,430","34,250","34,440","34,250"
"04/05/2016","1395/01/17","34,700","34,700","34,780","34,760"
"06/05/2016","1395/03/16","34,700","34,670","34,700","34,670"
"07/05/2016","1395/04/15","34,930","34,780","34,930","34,870"
"09/05/2016","1395/06/15","35,590","35,430","35,700","35,520"
"10/05/2016","1395/07/14","35,890","35,670","35,890","35,870"
"11/05/2016","1395/08/15","36,120","36,120","36,280","36,230"
"12/05/2016","1395/09/15","38,390","38,390","38,990","38,960"
"14/05/2016","1395/02/25","34,400","34,400","34,400","34,400"
"15/05/2016","1395/02/26","34,390","34,360","34,420","34,420"
"16/05/2016","1395/02/27","34,450","34,390","34,460","34,390"
"17/05/2016","1395/02/28","34,410","34,370","34,410","34,370"
"18/05/2016","1395/02/29","34,380","34,350","34,380","34,370"
"19/05/2016","1395/02/30","34,410","34,370","34,420","34,370"
"21/05/2016","1395/03/01","34,400","34,390","34,400","34,390"
"23/05/2016","1395/03/03","34,400","34,400","34,500","34,490"
"24/05/2016","1395/03/04","34,540","34,520","34,560","34,550"
"25/05/2016","1395/03/05","34,640","34,540","34,640","34,540"
"26/05/2016","1395/03/06","34,570","34,550","34,600","34,550"
"28/05/2016","1395/03/08","34,700","34,700","34,840","34,790"
"29/05/2016","1395/03/09","34,830","34,690","34,830","34,700"
"30/05/2016","1395/03/10","34,690","34,580","34,710","34,630"
"31/05/2016","1395/03/11","34,650","34,650","34,740","34,650"
"01/06/2016","1394/10/16","34,240","33,940","36,950","33,940"
"02/06/2016","1394/11/17","34,330","33,810","35,850","33,810"
"03/06/2016","1394/12/16","34,260","34,260","34,340","34,340"
"04/06/2016","1395/01/18","34,910","34,690","34,930","34,700"
"06/06/2016","1395/03/17","34,660","34,530","34,660","34,530"
"08/06/2016","1395/05/16","35,320","35,210","35,320","35,270"
"09/06/2016","1395/06/16","35,490","35,470","35,610","35,550"
"10/06/2016","1395/07/15","35,880","35,720","35,880","35,720"
"11/06/2016","1395/08/16","36,180","36,180","36,290","36,290"
"12/06/2016","1395/09/16","39,150","38,680","39,150","38,880"
"13/06/2016","1395/03/24","34,580","34,530","34,580","34,530"
"14/06/2016","1395/03/25","34,560","34,560","34,600","34,590"
"15/06/2016","1395/03/26","34,580","34,580","34,640","34,600"
"16/06/2016","1395/03/27","34,590","34,550","34,590","34,550"
"18/06/2016","1395/03/29","34,540","34,540","34,540","34,540"
"19/06/2016","1395/03/30","34,560","34,540","34,570","34,540"
"20/06/2016","1395/03/31","34,550","34,550","34,580","34,550"
"21/06/2016","1395/04/01","34,570","34,570","34,610","34,600"
"22/06/2016","1395/04/02","34,620","34,620","34,650","34,630"
"25/06/2016","1395/04/05","34,550","34,550","34,610","34,610"
"26/06/2016","1395/04/06","34,710","34,710","34,890","34,850"
"28/06/2016","1395/04/08","34,870","34,870","35,000","34,890"
"29/06/2016","1395/04/09","34,910","34,910","35,190","35,190"
"30/06/2016","1395/04/10","35,310","35,290","35,370","35,290"
"01/07/2016","1394/10/17","34,230","33,940","36,280","33,940"
"02/07/2016","1394/11/18","34,270","33,800","35,640","33,800"
"03/07/2016","1394/12/17","34,300","34,230","34,330","34,260"
"04/07/2016","1395/01/19","34,800","34,650","34,800","34,650"
"05/07/2016","1395/02/18","34,440","34,300","34,440","34,440"
"06/07/2016","1395/03/18","34,540","34,540","34,580","34,550"
"08/07/2016","1395/05/17","35,390","35,290","35,390","35,330"
"09/07/2016","1395/06/17","35,560","35,460","35,580","35,540"
"11/07/2016","1395/08/17","36,320","36,230","36,320","36,250"
"12/07/2016","1395/09/17","38,990","38,720","38,990","38,760"
"13/07/2016","1395/04/23","35,320","34,990","35,320","35,010"
"14/07/2016","1395/04/24","35,130","34,990","35,220","35,040"
"16/07/2016","1395/04/26","35,120","35,080","35,210","35,110"
"17/07/2016","1395/04/27","35,150","34,940","35,150","35,120"
"18/07/2016","1395/04/28","35,270","34,990","35,270","35,150"
"19/07/2016","1395/04/29","35,080","35,000","35,230","35,190"
"20/07/2016","1395/04/30","35,150","35,030","35,210","35,130"
"21/07/2016","1395/04/31","35,080","35,030","35,180","35,030"
"23/07/2016","1395/05/02","35,100","35,070","35,120","35,090"
"24/07/2016","1395/05/03","35,170","35,140","35,170","35,170"
"25/07/2016","1395/05/04","35,150","35,080","35,220","35,110"
"26/07/2016","1395/05/05","35,250","35,170","35,250","35,180"
